,filename,txt,compra_de_terras,indeferido,cancelamento_titulo,ordem_servico,resgate_adm,titulo_aforamento,cotacao_eletronica,servidor_ferias,titulo_definitivo,apostilamento,filiacao_dominial,suspensao_revogacao_licitacao,prorrogar_prazo,retificacao,procedimento_adm,errata,processo_seletivo,servidor_diaria,cooperacao_tecnica,dispensa_licitacao,resultado_licitacao,regularizacao_fundiaria,contrato,servidor,ccdru,aviso_licitacao,analise_documentos,notifica_processo_adm,nao_onerosa,sem_efeito,permuta,onerosa,areas_rurais,terras_devolutas,outros,classificacao
0,DOE_2020-11-04.pdf,"33||2 portaria . governo do estado do pará instituto de terras do pará - iterpa atos administrativos extrato da(s) portaria(s) de homologação expedida(s) pelo ilmo. sr. presidente do instituto de terras do pará-iterpa, nos autos dos processos de regularização fundiária onerosa (compra) de terras, em que figuram como interessados: processo nome denominação área município portaria carlos mateus rodri- são francisco 262017/323337 sitio são mateus 21ha88a68ca 834 gues amorim do pará 2015/175757 alex tadanobu kaiya sítio kaiya ii 26ha61a87ca igarapé-açu 835 alaide lima do nasci- são francisco 2016/145979 sítio três irmãos 43ha78a01ca 836 mento do pará maria marlene de san- 2013/77450 fazenda modelo ii 322ha73a06ca tailândia 837 tana monteiro belém (pa), 03.11.2020 bruno yoheiji kono ramos- presidente protocolo: 596365",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,onerosa
1,DOE_2020-11-04.pdf,"designar servidor . portaria nº 0828/2020 o presidente do instituto de terras do pará - iterpa, no uso das atribui- ções que lhe confere a lei estadual nº 4.584, de 08 de outubro de 1975 e; considerando o memorando nº 007/2020–cof/daf, de 28.10.2020; r e s o l v e: designar a servidora silvia elen solano reis, assistente administra- tivo, matrícula nº 57231787/1, para responder pela gerência de gestão financeira e contábil – gfc deste instituto, no período de 03.11.2020 a 02.12.2020, na ausência por licença especial da titular, christina coeli avelar pires, matrícula nº 55588960/2. publique-se bruno yoheiji kono ramos presidente gabinete da presidência do instituto de terras do pará – iterpa, 28 de outubro de 2020. protocolo: 596300",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,servidor
2,DOE_2020-11-04.pdf,edital de notificação . ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,outros
3,DOE_2020-11-04.pdf,"edital de notificação instituto de terras do pará - iterpa - autarquia estadual criada pela lei estadual 4.584/75, publicada no diário oﬁ cial do estado de 15.11.1975, no uso das atribuições que lhe são conferidas pelo art. 5º, alínea “g” da lei nº 4.584/1975, vem por meio deste, notificar os interessados nos processos listados abaixo para participarem da sessão de julgamento do conselho diretor do iterpa , que ocorrerá no dia 06/10/2020, sexta-feira, ás 13horas, e, querendo, manifestarem o interesse em fazer a sustentação oral, até o dia 05/10/2020, quinta-feira, via e-mail:assessoria.presidencia@iterpa.pa.gov.br proc. nº interessado assunto município 2002/240428 delano gabriel fazollo reg. fund. onerosa tailândia 2008/406566 angelo miguel da silva reg. fund. onerosa belém 2009/272968 egrimar moreira filho certidão eliseu 2019/334011 roger parfait cupidon certidão benevides 2014/283265 arlete abdon dos santos moreira certidão afuá 34||1 2002/58982 josué bengtson reg. fund. onerosa santa luzia do pará berenice siqueira da silveira 2018/338913 reg. fund. onerosa paragominas bueno 2020/21889 mercúrio alimentos s.a impugnação ananindeua rondobel industrial e comercio 2016/511392 anuência belém de madeiras ltda 2012/372633 agro industrial 7 voltas ltda -me reg. fund. onerosa prainha 2019/580622 instituto de terras do pará informação belém 1999/109380 jose alves campos aforamento marabá 2003/142218 benedito mutran filho reg. fund. onerosa marabá instituto nacional de coloniza- 2014/558641 informação marabá ção e reforma agraria – incra movimento em prol da terra da 2009/162967 reforma agraria – dir iguais informação marabá para todos 2009/245310 procuradoria geral do estado informação belém juízo de direito da vara agraria 2009/101746 informação marabá de marabá secretaria da vará agraria civel 2006/171959 ação de reintegração de posse marabá de marabá 2011/7588 benedito mutran filho resgate de aforamento marabá 2002/239273 luzia maria gabriel fazolo reg. fund. onerosa tailândia em 03.11.2020 bruno yoheihi kono ramos presidente iterpa protocolo: 596352",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,onerosa
4,DOE_2020-11-05.pdf,"39||1 portaria . governo do estado do pará instituto de terras do pará - iterpa atos administrativos extrato da(s) portaria(s) de homologação expedidas pelo ilmo. sr.presidente do instituto de terras do pará-iterpa, nos autos do processo do contrato de concessão de direito real de uso (ccdru) de lotes agrícolas insertos no projeto estadual de assentamento sustentável- peas denominado bom jesus, loca- lizado no município de ipixuna do pará, ao(s) interessado(s) abaixo: processo nome área denominação portaria 2019/342323 maria elza tavares barral 28ha.83a.66ca. sitio brito 840 belém (pa), 03.11.2020 bruno yoheiji kono ramos presidente protocolo: 596796",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,ccdru
5,DOE_2020-11-05.pdf,"governo do estado do pará instituto de terras do pará - iterpa atos administrativos extrato da(s) portaria(s) de homologação expedidas pelo ilmo. sr.presidente do instituto de terras do pará-iterpa, nos au- tos do processo do contrato de concessão de direito real de uso (ccdru) de lotes agrícolas insertos no projeto estadual de assentamento sustentável- peas denominado comunidade renascer, localizado no município de ipixuna do pará, ao(s) interessado(s) abaixo: processo nome área denominação portaria sítio nossa senhora 2016/206252 maria de jesus coelho costa 42ha.64a.61ca. 838 da conceição belém (pa), 04.11.2020 bruno yoheiji kono ramos - presidente protocolo: 596797",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,ccdru
6,DOE_2020-11-05.pdf,"instituto de terras do pará - iterpa atos administrativos extrato da(s) portaria(s) de homologação expedidas pelo ilmo. sr. presidente do instituto de terras do pará-iterpa, nos au- tos dos processos de regularização fundiária não onerosa (doação) de terras, em que figuram como interessados: processo nome denominação área município portaria 2011/169847 manoel maria brazão retiro são teofo 61ha46a44ca almeirim 839 belém (pa), 03.11.2020 bruno yoheiji kono ramos- presidente protocolo: 596790",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,nao_onerosa
7,DOE_2020-11-05.pdf,errata . errata publicação 252891 doe 34.370.13 de outubro de 2020 onde se lê: vigência: 08/10/2020 a 07/10/2021 (12 meses) leia-se : permanecem em vigor as demais cláusulas e condições do contrato 019/2016 não alteradas por este termo aditivo. protocolo: 596914,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,errata
8,DOE_2020-11-05.pdf,"39||2 férias . portaria nº 0830/2020 o presidente do instituto de terras do pará – iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o memorando nº 028/pr, de 03.11.2020 resolve: conceder 30 (trinta) dias de férias regulamentares aos servidores deste órgão, conforme relação : matricula servidor lotação periodo aquisitivo flávio ricardo albuquerque  aze- 03.11.2020 a 57175032/2 assessor chefe 2018/2019 vedo 02.12.2020 publique-se. bruno yoheiji kono ramos presidente gabinete da presidência do instituto de terras do pará – iterpa, em 03 de novembro de 2020. protocolo: 596929",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,servidor_ferias
9,DOE_2020-11-05.pdf,edital de notificação . errata de ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,outros
