,filename,txt,compra_de_terras,indeferido,cancelamento_titulo,ordem_servico,resgate_adm,titulo_aforamento,cotacao_eletronica,servidor_ferias,titulo_definitivo,apostilamento,filiacao_dominial,suspensao_revogacao_licitacao,prorrogar_prazo,retificacao,procedimento_adm,errata,processo_seletivo,servidor_diaria,cooperacao_tecnica,dispensa_licitacao,resultado_licitacao,regularizacao_fundiaria,contrato,servidor,ccdru,aviso_licitacao,analise_documentos,notifica_processo_adm,nao_onerosa,sem_efeito,permuta,onerosa,areas_rurais,terras_devolutas,outros,classificacao
0,DOE_2015-01-02.pdf,"24||3 portaria . portaria nº 0777/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o memorando n° 019/2014 -daf/ca, datado de 12.12.2014; r e s o l v e: transferir, o período de férias do servidor josé cezário arias de souza, diretor de administração e finanças, matrícula nº 3175057/1, programadas para 15.12.14 a 13.01.15, concedida através da portaria nº 0758/2014, de 26 de novembro de 2014, publicada no doe nº 32792,de 19/12/2014, para 02.01.2015 a 31.01.2015.          publique-se. carlos alberto lamarão corrêa presidente portaria nº 0778/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o memorando nº 036/2014 - pg, datado de 15.12.2014. 25||1 r e s o l v e: transferir, o período de férias da servidora maria das graças pantoja ferreira, datilografa, matricula nº 3168760/1, programadas para 01.12.2014 a 31.12.2014, concedida através da portaria nº 0758/2014, de 26 de novembro de 2014, publicada no doe nº 32792/2014, de 19/12/2014, ﬁ cando o referido período para ser marcado oportunamente.           publique-se. carlos alberto lamarão corrêa presidente gabinete da presidência do instituto de terras do pará- iterpa,em 23 de dezembro de 2014. protocolo 785125",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,servidor_ferias
1,DOE_2015-01-02.pdf,"portaria nº 779/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o mem° 031/2014 -geo-1/cgir/deaf/daf, datado de 01.12.2014; r e s o l v e: transferir, o período de férias da servidora, maria sofia oliveira soares auxiliar administrativo, matrícula nº 3169901/1, programadas para 01.12.2014 a 30.12.2014, concedida através da portaria nº 0758/2014, de 26 de novembro de 2014 publicada no doe nº 32792 de 19/12/2014, para o período de, 15.01.2015 a 13.02.2015.          publique-se. carlos alberto lamarão corrêa presidência gabinete da presidência do instituto de terras do pará/ iterpa,em 23 de dezembro de 2014. protocolo 785385",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,servidor_ferias
2,DOE_2015-01-02.pdf,"portaria nº 790/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando os processos nºs 2006/061715, 2012/586443 e 2014/362215, iterpa . r e s o l v e: conceder, de acordo com o art.98, da lei nº 5.810 de 24.01.1994, 150 (cento e cinquenta) dias de licença prêmio à servidora magda lucia souto araújo, matrícula nº 3167690/1, ocupante do cargo de datilografa, nos períodos de 02/02/15 a 03/03/15, 04/03/15 a 02/04/15, 02/04/15 a 01/05.15 a 02.06.15 e 03,06.15 a 02,07,15, correspondente aos triênios de 01/08/02 a 31/07/05, 01/08/08 a 31/07/11 e 01/08/11 a 31/07/14. publique-se. carlos alberto lamarão correa presidente portaria nº 791/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o memorando nº 219/2014 - dj, datado de 10.11.2014. r e s o l v e: conceder de acordo com o art. 98, da lei nº 5.810 de 24.01.94, 30 (trinta) dias de licença premio ao servidor, clodoaldo augusto pinto ribeiro, matrícula nº 3170713/1, advogado, no período de 05.01.2015 a 03.02.2015,correspondente ao período aquisitivo de 2006/2009.           publique-se. carlos alberto lamarão corrêa presidência portaria nº 792/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o memorando nº002/2014, datado de 26.11.2014. r e s o l v e: conceder de acordo com o art. 98, da lei nº 5.810 de 24.01.94, 30 (trinta)dias de licença premio, ao servidor fernando acatauassu nunes filho, matrícula nº 3166597/1, economista, no período de 13.04.2015 a 12.05.2015, correspondente ao período aquisitivo de 01.05.1998 a 30.04.200 1.              publique-se carlos alberto lamarão corrêa presidente portaria nº 794/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o memº s/n, de 27.11.2014 - glt. 25||2 r e s o l v e: conceder de acordo com o art. 98, da lei nº 5.810 de 24.01.94, 30 (trinta)dias, de licença premio, ao servidor josé jorge neto, matricula nº3158608/1, motorista, no período de 02.02.2015 a 03.03.2015,correspondente ao período aquisitivo de 13.06.1997 a 12.06.2000. publique-se. carlos alberto lamarão corrêa presidente gabinete da presidência do instituto de terras do pará - iterpa, 29 de dezembro de 2014. protocolo 785406",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,servidor
3,DOE_2015-01-02.pdf,"portaria nº 795/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o memorando nº 013/2014 - deaf, datado de 04.12.2014. r e s o l v e: conceder de acordo com o art. 98, da lei nº 5.810 de 24.01.94, 30 (trinta) dias de licença premio ao servidor, antonio maria da costa vila nova, matrícula nº 3166210/1, engenheiro, no período de 12.01.2015 a 12.03.2015 ,correspondente ao período aquisitivo de 03.04.1992 a 02.04.1995           publique- se carlos alberto lamarão correa presidente portaria nº 796/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o memorando nº 029/2014 -geo-1, datado de 15.12.2014. r e s o l v e: conceder de acordo com o art. 98, da lei nº 5.810 de 24.01.94, 60 (sessenta)dias,de licença premio, ao servidor, jose de queiroz moreira filho, matrícula nº 3168026/1, tec. agrimensor, no período de 05.01.2015 a 05.03.2015, correspondente ao período aquisitivo de 09.03.1995 a 08.03.19 98.           publique-se. carlos alberto lamarão correa presidente portaria nº 797/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o memorando nº 021/2014 - gpa/deaf, datado de 29.12.2014. r e s o l v e: conceder, de acordo com o art.98, da lei nº 5.810 de 24.01.1994, 30 (trinta) dias de licença prêmio à servidora, karilene do socorro quaresma de queiroz bittencourt, matrícula nº 80845070/1,técnico em gestão de desenvolvimento agrário e fundiário, no período de 19.01.15 a 17.10.2015, correspondente ao triênio de 22.01.2007 a 21.01.2010. publique-se. carlos alberto lamarão corrêa presidente portaria nº 793/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; 25||3 considerando o memº 220/2014, de 09.12.2014 - glt. r e s o l v e: conceder de acordo com o art. 98, da lei nº 5.810 de 24.01.94, 30 (trinta)dias, de licença premio, ao servidor antonio de araújo oliveira, matricula nº3169944/1, motorista, no período de 02.02.2015 a 03.03.2015,correspondente ao período aquisitivo de 02.05.1986 a 01.05.1991. publique-se. carlos alberto lamarão corrêa presidente portaria nº 798/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o memorando nº 29/2014 -cof/gfc, datado de 29.12.2014. r e s o l v e: conceder de acordo com o art. 98, da lei nº 5.810 de 24.01.94, 30 (trinta) dias de licença premio ao servidor, joão josé fontenelle, matrícula nº 3165965/1, contador, no período de 05.01.2015 a 03.02.2015,correspondente ao período aquisitivo de 2011/2014 publique-se. carlos alberto lamarão corrêa presidente gabinete da presidência do instituto de terras do pará - iterpa, em 29 de dezembro de 2014. protocolo 785437",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,servidor
4,DOE_2015-01-02.pdf,"contrato . contrato nº: 012/2014-iterpa - objeto: prestação de serviço de impressão contratante: instituto de terras do pará-iterpa - cnpj: 05.089.495/0001-90 data de assinatura: 30/12/2014 - vigência: 30/12/2014 a 29/12/2015 fundamentação legal: lei nº. 10.520/2002, decreto nº. 3.555/2000, decreto nº. 5.450/2005, decreto nº. 5.504/2005. justificativa: para atendimento da necessidade de serviço de solução de impressão de documentos públicos, cópias e aﬁ ns. orçamento: exercício: 2014 - projeto atividade: 56.201.21.122.1297.4534 - elemento de despesas: 339039 - fonte: 0261/0661/0101 contratado: csi service ltda - cnpj: 06.053.247/0001-52 - endereço: rua bernardo guimarães, nº 765, bairro funcionários, cep: 30.140-081, belo horizonte (mg) - telefone: (31)3079.4444 - e-mail: eagenlim@csiits.com ordenador: carlos alberto lamarão correa - cpf: 019.689.712-20 protocolo 785211",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,contrato
5,DOE_2015-01-07.pdf,"22||3 portaria . portaria nº 780/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975 e; considerando o memorando nº 024/2014 - ouvidoria/daf, de 19.12.2014; r e s o l v e: designar a servidora, rose mary dias de souza lima, engenheira agrônoma, matrícula nº 3168301-1, para responder pela ouvidoria, no período de 02.01.2015 à 31.01.2015, na ausência do titular artur da costa tourinho neto, matrícula nº 3167453-3, por motivo de férias. publique-se carlos alberto lamarão correa presidente gabinete da presidência do instituto de terras do pará - iterpa,23 de dezembro de 2014                    protocolo 785980",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,servidor_ferias
6,DOE_2015-01-07.pdf,"23||1 errata . portaria nº 797/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe são conferidas no art. 5º, alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975, e; considerando o memorando nº 021/2014 - gpa/deaf, datado de 29.12.2014. r e s o l v e: conceder, de acordo com o art.98, da lei nº 5.810 de 24.01.1994, 30 (trinta) dias de licença prêmio à servidora, karilene do socorro quaresma de queiroz bittencourt, matrícula nº 80845070/1,técnico em gestão de desenvolvimento agrário e fundiário, no período de 19.01.15 a 17.02.2015, correspondente ao triênio de 22.01.2007 a 21.01.2010. publique-se. carlos alberto lamarão corrêa presidente gabinete da presidência do instituto de terras do pará - iterpa, 29 de dezembro de 2014. protocolo 785956",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,errata
7,DOE_2015-01-08.pdf,"13||3 portaria . portaria nº 781/2014 o presidente do instituto de terras do pará - iterpa, no uso das atribuições que lhe confere o art. 5º alínea “b” da lei estadual nº 4.584, de 08 de outubro de 1975 e; considerando o laudo médico nº 161822a/1 r e s o l v e: conceder, de acordo com o art.81, da lei nº 5.810/94, 30 (trinta) dias de licença saúde a servidora maria celia silva henriques, oﬁ cial administrativo, matrícula nº3166139/1, no período de 19 de novembro a 18 de dezembro de 2014.        publique-se.        carlos alberto lamarão corrêa presidente gabinete da presidência instituto de terras do pará - iterpa, em 23 de dezembro de 2014. rua farias de brito, nº 56 - são braz - cep: 66090-270 - belém - pará - tel.: 91-3181-6500 cnpj: 05.089495/0001-90 - inscrição municipal: 160.414-0 site: www.iterpa.pa.gov.br - e-mail: iterpa@iterpa.pa.gov.br protocolo 786668",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,servidor
8,DOE_2015-01-09.pdf,"21||2 portaria portaria nº 006/2015 . o presidente do instituto de terras do pará - iterpa, no uso das atribuições legais que lhe confere a lei estadual nº 4.584, de 08 de outubro de 1975, regulamentada pelo decreto nº 63, de 14 de março de 2007. r e s o l v e: i - designar o servidor josé cezario arias de souza, diretor administrativo e financeiro, matrícula nº 3175057/1, para assinar em conjunto com o presidente desta autarquia, as contas correntes mantidas em qualquer agência dos bancos: banco do estado do pará s/a, banco do brasil s/a e caixa econômica federal, podendo, executar todo e qualquer procedimento junto aquelas instituições, no que concerne à perfeita condução das mesmas, podendo, ainda manter os poderes abaixo: - emitir cheques; - abrir contas de depósito; - autorizar cobrança; - utilizar o crédito aberto na forma e condições; - receber, passar recibo e dar quitação; - solicitar saldos e extratos; - requisitar talonários de cheques; - autorizar débito em conta relativo a operações; - retirar cheques devolvidos; - endossar cheques; - efetuar transferências, exceto por meio eletrônico; - sustar/contra-ordenar cheques; - cancelar cheques; - baixar cheques; - efetuar resgates/aplicações financeiras; - efetuar saques - conta corrente; - efetuar saques - poupança; - cadastrar, alterar e desbloquear senhas; - efetuar pagamento, exceto por meio eletrônico. ii - fazer vigorar os efeitos da presente portaria desde 02 de janeiro de 2015, e revoga-se as disposições contrárias. publique-se. daniel nunes lopes presidente gabinete da presidência do instituto de terras do pará - iterpa, em 02 de janeiro de 2015. protocolo 786978",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,servidor
9,DOE_2015-01-09.pdf,"portaria nº 007/2015 o presidente do instituto de terras do pará - iterpa, no uso das atribuições legais que lhe confere a lei estadual nº 4.584, de 08 de outubro de 1975, regulamentada pelo decreto nº 63, de 14 de março de 2007. 21||3 r e s o l v e: i - designar o servidor jurandir pedro silva de brito, coordenador orçamentário e financeiro, matrícula nº 22675/1, servidor da secretaria de estado de agricultura - sagri, ora cedido à este instituto, através da portaria nº 005, de 07/01/2011, para assinar em conjunto com o presidente desta autarquia, as contas correntes mantidas em qualquer agência dos bancos: banco do estado do pará s/a, banco do brasil s/a e caixa econômica federal, podendo, executar todo e qualquer procedimento junto aquelas instituições, no que concerne à perfeita condução das mesmas, podendo, ainda manter os poderes abaixo: - emitir cheques; - abrir contas de depósito; - autorizar cobrança; - utilizar o crédito aberto na forma e condições; - receber, passar recibo e dar quitação; - solicitar saldos e extratos; - requisitar talonários de cheques; - autorizar débito em conta relativo a operações; - retirar cheques devolvidos; - endossar cheques; - efetuar transferências, exceto por meio eletrônico; - sustar/contra-ordenar cheques; - cancelar cheques; - baixar cheques; - efetuar resgates/aplicações financeiras; - efetuar saques - conta corrente; - efetuar saques - poupança; - cadastrar, alterar e desbloquear senhas; - efetuar pagamento, exceto por meio eletrônico. esta portaria entra em vigor na data de sua publicação. publique-se. daniel nunes lopes presidente gabinete da presidência do instituto de terras do pará - iterpa, em 02 de janeiro de 2015. protocolo 787036",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,servidor
